2.67881e-06	9714.04	
1.47997e-06	11304.4	
1.21473e-06	12464.9	
1.95279e-06	13883.3	
4.50396e-06	14141.2	
7.98937e-06	13883.3	
8.15416e-06	13625.4	
1.04636e-05	13410.5	
2.05208e-05	12593.9	
2.10867e-05	11476.3	
2.08617e-05	11519.3	
2.21774e-05	11175.4	
1.24084e-05	11347.4	
8.23095e-06	11304.4	
8.42426e-06	11390.4	
8.11486e-06	11390.4	
7.70649e-06	11476.3	
7.6454e-06	11476.3	
7.65369e-06	11476.3	
7.57488e-06	11390.4	
7.59586e-06	11476.3	
7.81543e-06	11390.4	
1.78282e-05	10315.8	
1.77957e-05	10143.9	
2.53304e-05	10874.6	
3.77044e-05	11476.3	
2.86658e-05	11691.2	
2.48717e-05	11691.2	
3.17036e-05	11691.2	
2.7595e-05	11691.2	
3.16388e-05	11562.3	
7.73008e-05	10530.7	
0.000101185	9327.19	
0.000115503	7178.07	
8.40031e-05	6361.4	
0.00010599	5544.74	
0.000150928	4126.32	
0.000187406	3610.53	
0.000128537	3481.58	
9.18718e-05	3438.6	
6.92368e-05	3395.61	
4.10493e-05	3395.61	
3.16261e-05	3438.6	
2.85407e-05	3438.6	
2.8447e-05	3438.6	
2.86186e-05	3438.6	
2.76625e-05	3438.6	
2.75967e-05	3438.6	
2.74531e-05	3438.6	
2.73854e-05	3438.6	
2.75719e-05	3438.6	
2.77853e-05	3438.6	
3.03512e-05	3438.6	
3.31454e-05	3395.61	
4.97306e-05	3395.61	
4.59112e-05	3438.6	
3.14878e-05	3438.6	
2.96351e-05	3438.6	
3.21812e-05	3438.6	
3.01197e-05	3438.6	
2.92326e-05	3438.6	
3.08591e-05	3438.6	
3.0096e-05	3438.6	
3.15059e-05	3438.6	
3.18202e-05	3438.6	
3.69751e-05	3438.6	
3.18536e-05	3438.6	
3.09202e-05	3438.6	
3.27957e-05	3438.6	
3.23744e-05	3438.6	
3.28848e-05	3438.6	
3.39566e-05	3438.6	
5.76022e-05	3395.61	
5.73494e-05	3266.67	
7.15098e-05	3309.65	
9.37165e-05	3395.61	
6.1756e-05	3309.65	
5.70404e-05	3395.61	
6.57859e-05	3309.65	
7.43525e-05	3395.61	
5.20217e-05	3309.65	
5.11439e-05	3309.65	
7.31493e-05	3395.61	
7.97209e-05	3309.65	
4.12518e-05	3309.65	
7.56482e-05	3309.65	
8.42661e-05	3266.67	
5.22142e-05	3266.67	
7.5616e-05	3309.65	
5.33808e-05	3266.67	
6.41719e-05	3223.68	
4.54739e-05	3266.67	
7.65846e-05	3309.65	
5.98436e-05	3309.65	
6.89743e-05	3266.67	
6.51338e-05	3266.67	
7.50403e-05	3309.65	
5.2333e-05	3266.67	
7.24567e-05	3266.67	
4.90668e-05	3266.67	
5.95611e-05	3266.67	
4.7069e-05	3266.67	
6.49306e-05	3266.67	
3.94863e-05	3266.67	
6.17792e-05	3266.67	
3.73129e-05	3266.67	
4.48243e-05	3266.67	
5.2703e-05	3309.65	
3.6648e-05	3309.65	
3.39465e-05	3438.6	
3.69966e-05	3438.6	
3.47719e-05	3438.6	
3.49066e-05	3438.6	
3.72089e-05	3610.53	
4.16781e-05	4298.25	
4.71937e-05	5372.81	
5.19899e-05	6576.32	
5.61e-05	7178.07	
5.87309e-05	7392.98	
6.2204e-05	7779.82	
6.67489e-05	8037.72	
6.93282e-05	8123.68	
7.06181e-05	8123.68	
7.41218e-05	8424.56	
7.693e-05	8725.44	
8.14424e-05	9155.26	
9.05186e-05	10143.9	
9.60078e-05	10487.7	
9.64704e-05	10186.8	
9.78977e-05	10272.8	
0.000104922	10186.8	
0.000124041	10315.8	
0.000139513	10014.9	
0.000158382	9155.26	
0.000127077	8768.42	
0.000190655	8553.51	
0.00014333	8295.61	
0.000154764	8424.56	
0.00013773	8424.56	
0.000118778	8424.56	
0.000121538	8553.51	
0.000112931	8596.49	
0.000110922	8596.49	
0.000111451	8553.51	
0.000108813	8424.56	
0.000109627	8381.58	
0.000104799	8252.63	
0.000104585	8123.68	
0.000102561	8123.68	
0.00010474	8123.68	
0.000103703	8080.7	
0.000103761	8080.7	
0.000103066	8123.68	
0.000103911	8209.65	
0.000101181	8252.63	
0.000100134	8252.63	
9.98144e-05	8252.63	
9.95817e-05	8252.63	
9.95519e-05	8252.63	
9.97044e-05	8295.61	
9.98077e-05	8295.61	
9.98093e-05	8295.61	
9.98172e-05	8295.61	
9.98199e-05	8295.61	
9.98152e-05	8295.61	
9.99508e-05	8295.61	
0.000100374	8295.61	
0.000100619	8381.58	
0.000100513	8424.56	
0.000105217	8381.58	
0.000118914	8252.63	
0.000124561	8295.61	
0.00012832	8295.61	
0.000139633	8295.61	
0.000148315	8295.61	
0.000154848	8295.61	
0.000161309	8295.61	
0.000162241	8424.56	
0.000163295	8553.51	
0.000164941	8467.54	
0.000165957	8467.54	
0.000166899	8467.54	
0.000167587	8424.56	
0.000168323	8424.56	
0.000168625	8424.56	
0.000168691	8424.56	
0.000168663	8424.56	
0.000168643	8424.56	
0.00016865	8424.56	
0.000168645	8424.56	
0.000168665	8424.56	
0.000168692	8424.56	
0.000168711	8424.56	
0.000168733	8424.56	
0.000168752	8424.56	
0.000169746	8424.56	
0.00016947	8424.56	
0.000173003	8424.56	
0.000174607	8424.56	
0.0001706	8424.56	
0.000168798	8424.56	
0.000169609	8424.56	
0.000168567	8424.56	
0.00017012	8381.58	
0.000172754	8295.61	
0.000176335	8295.61	
0.000179345	8295.61	
0.000185655	8252.63	
0.000189292	8252.63	
0.000191771	8209.65	
0.000195355	8080.7	
0.000197621	8037.72	
0.000202646	7908.77	
0.000209243	7908.77	
0.000200598	7908.77	
0.000206102	7908.77	
0.000203452	7908.77	
0.000217107	7951.75	
0.000216356	8080.7	
0.000208544	8080.7	
0.000208259	7951.75	
0.000208155	8080.7	
0.000207782	8080.7	
0.000207586	8209.65	
0.000203297	8123.68	
0.000203112	8080.7	
0.000202054	7951.75	
0.000200795	7908.77	
0.000196373	7908.77	
0.000196809	7865.79	
0.000194278	7865.79	
0.00019479	7865.79	
0.000193932	7865.79	
0.000194304	7736.84	
0.000193102	7736.84	
0.000193118	7736.84	
0.000193065	7736.84	
0.000192922	7736.84	
0.000192828	7736.84	
0.000192864	7736.84	
0.000192884	7736.84	
0.000192932	7693.86	
0.000192891	7693.86	
0.000192971	7693.86	
0.000193341	7736.84	
0.000194401	7865.79	
0.000197484	7908.77	
0.000202905	8080.7	
0.000210428	8209.65	
0.000221505	8252.63	
0.000229084	8381.58	
0.000233567	8381.58	
0.000232678	8381.58	
0.000234721	8381.58	
0.000238287	8381.58	
0.000240295	8381.58	
0.000242415	8381.58	
0.000244045	8381.58	
0.000244793	8381.58	
0.000244552	8381.58	
